DPTO_CNMBR	MPIO_CNMBR	NOM_SUBREG	COD_SUBREG	MPIO_CCNCT	DPTO_CCDGO
NORTE DE SANTANDER	CUCUTILLA	CENTRO	5401	54223	54
NORTE DE SANTANDER	DURANIA	SUR ORIENTE	5406	54239	54
NORTE DE SANTANDER	EL CARMEN	OCCIDENTE	5403	54245	54
NORTE DE SANTANDER	EL TARRA	NORTE	5402	54250	54
NORTE DE SANTANDER	EL ZULIA	ORIENTE	5404	54261	54
NORTE DE SANTANDER	GRAMALOTE	CENTRO	5401	54313	54
NORTE DE SANTANDER	HACARÍ	OCCIDENTE	5403	54344	54
NORTE DE SANTANDER	HERRÁN	SUR ORIENTE	5406	54347	54
NORTE DE SANTANDER	LA ESPERANZA	OCCIDENTE	5403	54385	54
NORTE DE SANTANDER	LA PLAYA	OCCIDENTE	5403	54398	54
NORTE DE SANTANDER	LABATECA	SUR ORIENTE	5406	54377	54
NORTE DE SANTANDER	LOS PATIOS	ORIENTE	5404	54405	54
NORTE DE SANTANDER	LOURDES	CENTRO	5401	54418	54
NORTE DE SANTANDER	MUTISCUA	SUR OCCIDENTE	5405	54480	54
NORTE DE SANTANDER	OCAÑA	OCCIDENTE	5403	54498	54
NORTE DE SANTANDER	PAMPLONA	SUR OCCIDENTE	5405	54518	54
NORTE DE SANTANDER	PAMPLONITA	SUR OCCIDENTE	5405	54520	54
NORTE DE SANTANDER	PUERTO SANTANDER	ORIENTE	5404	54553	54
NORTE DE SANTANDER	RAGONVALIA	SUR ORIENTE	5406	54599	54
NORTE DE SANTANDER	SALAZAR	CENTRO	5401	54660	54
NORTE DE SANTANDER	SAN CALIXTO	OCCIDENTE	5403	54670	54
NORTE DE SANTANDER	SAN CAYETANO	ORIENTE	5404	54673	54
NORTE DE SANTANDER	SAN JOSÉ DE CÚCUTA	ORIENTE	5404	54001	54
NORTE DE SANTANDER	SANTIAGO	CENTRO	5401	54680	54
NORTE DE SANTANDER	SARDINATA	NORTE	5402	54720	54
NORTE DE SANTANDER	SILOS	SUR OCCIDENTE	5405	54743	54
NORTE DE SANTANDER	TEORAMA	OCCIDENTE	5403	54800	54
NORTE DE SANTANDER	TIBÚ	NORTE	5402	54810	54
NORTE DE SANTANDER	TOLEDO	SUR ORIENTE	5406	54820	54
NORTE DE SANTANDER	VILLA CARO	CENTRO	5401	54871	54
NORTE DE SANTANDER	VILLA DEL ROSARIO	ORIENTE	5404	54874	54
PUTUMAYO	COLÓN	PUTUMAYO	8600	86219	86
PUTUMAYO	MOCOA	PUTUMAYO	8600	86001	86
PUTUMAYO	ORITO	PUTUMAYO	8600	86320	86
PUTUMAYO	PUERTO ASÍS	PUTUMAYO	8600	86568	86
PUTUMAYO	PUERTO CAICEDO	PUTUMAYO	8600	86569	86
PUTUMAYO	PUERTO GUZMÁN	PUTUMAYO	8600	86571	86
PUTUMAYO	PUERTO LEGUÍZAMO	PUTUMAYO	8600	86573	86
PUTUMAYO	SAN FRANCISCO	PUTUMAYO	8600	86755	86
PUTUMAYO	SAN MIGUEL	PUTUMAYO	8600	86757	86
PUTUMAYO	SANTIAGO	PUTUMAYO	8600	86760	86
PUTUMAYO	SIBUNDOY	PUTUMAYO	8600	86749	86
PUTUMAYO	VALLE DEL GUAMUEZ	PUTUMAYO	8600	86865	86
PUTUMAYO	VILLAGARZÓN	PUTUMAYO	8600	86885	86
QUINDIO	ARMENIA	CAPITAL	6301	63001	63
QUINDIO	BUENAVISTA	CAPITAL	6301	63111	63
QUINDIO	CALARCÁ	CAPITAL	6301	63130	63
QUINDIO	CIRCASIA	NORTE	6304	63190	63
QUINDIO	CÓRDOBA	CORDILLERANOS	6302	63212	63
QUINDIO	FILANDIA	FRIA	6303	63272	63
QUINDIO	GÉNOVA	CORDILLERANOS	6302	63302	63
QUINDIO	LA TEBAIDA	VALLE	6305	63401	63
QUINDIO	MONTENEGRO	VALLE	6305	63470	63
QUINDIO	PIJAO	CORDILLERANOS	6302	63548	63
QUINDIO	QUIMBAYA	VALLE	6305	63594	63
QUINDIO	SALENTO	FRIA	6303	63690	63
RISARALDA	APÍA	VERTIENTE OCCIDENTAL	6602	66045	66
RISARALDA	BALBOA	VERTIENTE OCCIDENTAL	6602	66075	66
RISARALDA	BELÉN DE UMBRÍA	VERTIENTE OCCIDENTAL	6602	66088	66
RISARALDA	DOSQUEBRADAS	VERTIENTE ORIENTAL	6601	66170	66
RISARALDA	GUÁTICA	VERTIENTE OCCIDENTAL	6602	66318	66
RISARALDA	LA CELIA	VERTIENTE OCCIDENTAL	6602	66383	66
RISARALDA	LA VIRGINIA	VERTIENTE ORIENTAL	6601	66400	66
RISARALDA	MARSELLA	VERTIENTE ORIENTAL	6601	66440	66
RISARALDA	MISTRATÓ	VERTIENTE DEL PACÍFICO	6603	66456	66
RISARALDA	PEREIRA	VERTIENTE ORIENTAL	6601	66001	66
RISARALDA	PUEBLO RICO	VERTIENTE DEL PACÍFICO	6603	66572	66
RISARALDA	QUINCHÍA	VERTIENTE OCCIDENTAL	6602	66594	66
RISARALDA	SANTA ROSA DE CABAL	VERTIENTE ORIENTAL	6601	66682	66
RISARALDA	SANTUARIO	VERTIENTE OCCIDENTAL	6602	66687	66
SANTANDER	AGUADA	VÉLEZ	6806	68013	68
SANTANDER	ALBANIA	VÉLEZ	6806	68020	68
SANTANDER	ARATOCA	GUANENTÁ	6803	68051	68
SANTANDER	BARBOSA	VÉLEZ	6806	68077	68
SANTANDER	BARICHARA	GUANENTÁ	6803	68079	68
SANTANDER	BARRANCABERMEJA	MARES	6804	68081	68
SANTANDER	BETULIA	MARES	6804	68092	68
SANTANDER	BOLÍVAR	VÉLEZ	6806	68101	68
SANTANDER	BUCARAMANGA	SOTO	6805	68001	68
SANTANDER	CABRERA	GUANENTÁ	6803	68121	68
SANTANDER	CALIFORNIA	SOTO	6805	68132	68
SANTANDER	CAPITANEJO	GARCÍA-ROVIRA	6802	68147	68
SANTANDER	CARCASÍ	GARCÍA-ROVIRA	6802	68152	68
SANTANDER	CEPITÁ	GARCÍA-ROVIRA	6802	68160	68
SANTANDER	CERRITO	GARCÍA-ROVIRA	6802	68162	68
SANTANDER	CHARALÁ	GUANENTÁ	6803	68167	68
SANTANDER	CHARTA	SOTO	6805	68169	68
SANTANDER	CHIMA	COMUNERA	6801	68176	68
SANTANDER	CHIPATÁ	VÉLEZ	6806	68179	68
SANTANDER	CIMITARRA	VÉLEZ	6806	68190	68
SANTANDER	CONCEPCIÓN	GARCÍA-ROVIRA	6802	68207	68
SANTANDER	CONFINES	COMUNERA	6801	68209	68
SANTANDER	CONTRATACIÓN	COMUNERA	6801	68211	68
SANTANDER	COROMORO	GUANENTÁ	6803	68217	68
SANTANDER	CURITÍ	GUANENTÁ	6803	68229	68
SANTANDER	EL CARMEN DE CHUCURI	MARES	6804	68235	68
SANTANDER	EL GUACAMAYO	COMUNERA	6801	68245	68
SANTANDER	EL PEÑÓN	VÉLEZ	6806	68250	68
SANTANDER	EL PLAYÓN	SOTO	6805	68255	68
SANTANDER	ENCINO	GUANENTÁ	6803	68264	68
SANTANDER	ENCISO	GARCÍA-ROVIRA	6802	68266	68
SANTANDER	FLORIÁN	VÉLEZ	6806	68271	68
SANTANDER	FLORIDABLANCA	SOTO	6805	68276	68
SANTANDER	GALÁN	COMUNERA	6801	68296	68
SANTANDER	GÁMBITA	COMUNERA	6801	68298	68
SANTANDER	GIRÓN	SOTO	6805	68307	68
SANTANDER	GUACA	GARCÍA-ROVIRA	6802	68318	68
SANTANDER	GUADALUPE	COMUNERA	6801	68320	68
SANTANDER	GUAPOTÁ	COMUNERA	6801	68322	68
SANTANDER	GUAVATÁ	VÉLEZ	6806	68324	68
SANTANDER	GÜEPSA	VÉLEZ	6806	68327	68
SANTANDER	HATO	COMUNERA	6801	68344	68
SANTANDER	JESÚS MARÍA	VÉLEZ	6806	68368	68
SANTANDER	JORDÁN	GUANENTÁ	6803	68370	68
SANTANDER	LA BELLEZA	VÉLEZ	6806	68377	68
SANTANDER	LA PAZ	VÉLEZ	6806	68397	68
SANTANDER	LANDÁZURI	VÉLEZ	6806	68385	68
SANTANDER	LEBRIJA	SOTO	6805	68406	68
SANTANDER	LOS SANTOS	SOTO	6805	68418	68
SANTANDER	MACARAVITA	GARCÍA-ROVIRA	6802	68425	68
SANTANDER	MÁLAGA	GARCÍA-ROVIRA	6802	68432	68
SANTANDER	MATANZA	SOTO	6805	68444	68
SANTANDER	MOGOTES	GUANENTÁ	6803	68464	68
SANTANDER	MOLAGAVITA	GARCÍA-ROVIRA	6802	68468	68
SANTANDER	OCAMONTE	GUANENTÁ	6803	68498	68
SANTANDER	OIBA	COMUNERA	6801	68500	68
SANTANDER	ONZAGA	GUANENTÁ	6803	68502	68
SANTANDER	PALMAR	COMUNERA	6801	68522	68
SANTANDER	PALMAS DEL SOCORRO	COMUNERA	6801	68524	68
SANTANDER	PÁRAMO	GUANENTÁ	6803	68533	68
SANTANDER	PIEDECUESTA	SOTO	6805	68547	68
SANTANDER	PINCHOTE	GUANENTÁ	6803	68549	68
SANTANDER	PUENTE NACIONAL	VÉLEZ	6806	68572	68
SANTANDER	PUERTO PARRA	VÉLEZ	6806	68573	68
SANTANDER	PUERTO WILCHES	MARES	6804	68575	68
SANTANDER	RIONEGRO	SOTO	6805	68615	68
SANTANDER	SABANA DE TORRES	MARES	6804	68655	68
SANTANDER	SAN ANDRÉS	GARCÍA-ROVIRA	6802	68669	68
SANTANDER	SAN BENITO	VÉLEZ	6806	68673	68
SANTANDER	SAN GIL	GUANENTÁ	6803	68679	68
SANTANDER	SAN JOAQUÍN	GUANENTÁ	6803	68682	68
SANTANDER	SAN JOSÉ DE MIRANDA	GARCÍA-ROVIRA	6802	68684	68
SANTANDER	SAN MIGUEL	GARCÍA-ROVIRA	6802	68686	68
SANTANDER	SAN VICENTE DE CHUCURÍ	MARES	6804	68689	68
SANTANDER	SANTA BÁRBARA	SOTO	6805	68705	68
SANTANDER	SANTA HELENA DEL OPÓN	COMUNERA	6801	68720	68
SANTANDER	SIMACOTA	COMUNERA	6801	68745	68
SANTANDER	SOCORRO	COMUNERA	6801	68755	68
SANTANDER	SUAITA	COMUNERA	6801	68770	68
SANTANDER	SUCRE	VÉLEZ	6806	68773	68
SANTANDER	SURATÁ	SOTO	6805	68780	68
SANTANDER	TONA	SOTO	6805	68820	68
SANTANDER	VALLE DE SAN JOSÉ	GUANENTÁ	6803	68855	68
SANTANDER	VÉLEZ	VÉLEZ	6806	68861	68
SANTANDER	VETAS	SOTO	6805	68867	68
SANTANDER	VILLANUEVA	GUANENTÁ	6803	68872	68
SANTANDER	ZAPATOCA	MARES	6804	68895	68
SUCRE	BUENAVISTA	SABANAS	7004	70110	70
SUCRE	CAIMITO	SAN JORGE	7005	70124	70
SUCRE	CHALÁN	MONTES DE MARÍA	7002	70230	70
SUCRE	COLOSÓ	MONTES DE MARÍA	7002	70204	70
SUCRE	COROZAL	SABANAS	7004	70215	70
SUCRE	COVEÑAS	MORROSQUILLO	7003	70221	70
SUCRE	EL ROBLE	SABANAS	7004	70233	70
SUCRE	GALERAS	SABANAS	7004	70235	70
SUCRE	GUARANDA	LA MOJANA	7001	70265	70
SUCRE	LA UNIÓN	SAN JORGE	7005	70400	70
SUCRE	LOS PALMITOS	SABANAS	7004	70418	70
SUCRE	MAJAGUAL	LA MOJANA	7001	70429	70
SUCRE	MORROA	MONTES DE MARÍA	7002	70473	70
SUCRE	OVEJAS	MONTES DE MARÍA	7002	70508	70
SUCRE	PALMITO	MORROSQUILLO	7003	70523	70
SUCRE	SAMPUÉS	SABANAS	7004	70670	70
SUCRE	SAN BENITO ABAD	SAN JORGE	7005	70678	70
SUCRE	SAN JOSÉ DE TOLUVIEJO	MORROSQUILLO	7003	70823	70
SUCRE	SAN JUAN DE BETULIA	SABANAS	7004	70702	70
SUCRE	SAN LUIS DE SINCÉ	SABANAS	7004	70742	70
SUCRE	SAN MARCOS	SAN JORGE	7005	70708	70
SUCRE	SAN ONOFRE	MORROSQUILLO	7003	70713	70
SUCRE	SAN PEDRO	SABANAS	7004	70717	70
SUCRE	SANTIAGO DE TOLÚ	MORROSQUILLO	7003	70820	70
SUCRE	SINCELEJO	MONTES DE MARÍA	7002	70001	70
SUCRE	SUCRE	LA MOJANA	7001	70771	70
TOLIMA	ALPUJARRA	SURORIENTE	7306	73024	73
TOLIMA	ALVARADO	IBAGUÉ	7301	73026	73
TOLIMA	AMBALEMA	NORTE	7303	73030	73
TOLIMA	ANZOÁTEGUI	IBAGUÉ	7301	73043	73
TOLIMA	ARMERO	NORTE	7303	73055	73
TOLIMA	ATACO	SUR	7305	73067	73
TOLIMA	CAJAMARCA	IBAGUÉ	7301	73124	73
TOLIMA	CARMEN DE APICALÁ	ORIENTE	7304	73148	73
TOLIMA	CASABIANCA	NEVADOS	7302	73152	73
TOLIMA	CHAPARRAL	SUR	7305	73168	73
TOLIMA	COELLO	IBAGUÉ	7301	73200	73
TOLIMA	COYAIMA	SUR	7305	73217	73
TOLIMA	CUNDAY	ORIENTE	7304	73226	73
TOLIMA	DOLORES	SURORIENTE	7306	73236	73
TOLIMA	ESPINAL	IBAGUÉ	7301	73268	73
TOLIMA	FALAN	NORTE	7303	73270	73
TOLIMA	FLANDES	IBAGUÉ	7301	73275	73
TOLIMA	FRESNO	NORTE	7303	73283	73
TOLIMA	GUAMO	SURORIENTE	7306	73319	73
TOLIMA	HERVEO	NEVADOS	7302	73347	73
TOLIMA	HONDA	NORTE	7303	73349	73
TOLIMA	IBAGUÉ	IBAGUÉ	7301	73001	73
TOLIMA	ICONONZO	ORIENTE	7304	73352	73
TOLIMA	LÉRIDA	NEVADOS	7302	73408	73
TOLIMA	LÍBANO	NEVADOS	7302	73411	73
TOLIMA	MELGAR	ORIENTE	7304	73449	73
TOLIMA	MURILLO	NEVADOS	7302	73461	73
TOLIMA	NATAGAIMA	SUR	7305	73483	73
TOLIMA	ORTEGA	SUR	7305	73504	73
TOLIMA	PALOCABILDO	NORTE	7303	73520	73
TOLIMA	PIEDRAS	IBAGUÉ	7301	73547	73
TOLIMA	PLANADAS	SUR	7305	73555	73
TOLIMA	PRADO	SURORIENTE	7306	73563	73
TOLIMA	PURIFICACIÓN	SURORIENTE	7306	73585	73
TOLIMA	RIOBLANCO	SUR	7305	73616	73
TOLIMA	RONCESVALLES	SUR	7305	73622	73
TOLIMA	ROVIRA	IBAGUÉ	7301	73624	73
TOLIMA	SALDAÑA	SURORIENTE	7306	73671	73
TOLIMA	SAN ANTONIO	SUR	7305	73675	73
TOLIMA	SAN LUIS	IBAGUÉ	7301	73678	73
TOLIMA	SAN SEBASTIÁN DE MARIQUITA	NORTE	7303	73443	73
TOLIMA	SANTA ISABEL	NEVADOS	7302	73686	73
TOLIMA	SUÁREZ	SURORIENTE	7306	73770	73
TOLIMA	VALLE DE SAN JUAN	IBAGUÉ	7301	73854	73
TOLIMA	VENADILLO	NEVADOS	7302	73861	73
TOLIMA	VILLAHERMOSA	NEVADOS	7302	73870	73
TOLIMA	VILLARRICA	ORIENTE	7304	73873	73
VALLE DEL CAUCA	ALCALÁ	NORTE	7602	76020	76
VALLE DEL CAUCA	ANDALUCÍA	CENTRO	7601	76036	76
VALLE DEL CAUCA	ANSERMANUEVO	NORTE	7602	76041	76
VALLE DEL CAUCA	ARGELIA	NORTE	7602	76054	76
VALLE DEL CAUCA	BOLÍVAR	NORTE	7602	76100	76
VALLE DEL CAUCA	BUENAVENTURA	OCCIDENTE	7603	76109	76
VALLE DEL CAUCA	BUGALAGRANDE	CENTRO	7601	76113	76
VALLE DEL CAUCA	CAICEDONIA	ORIENTE	7604	76122	76
VALLE DEL CAUCA	CALI	SUR	7605	76001	76
VALLE DEL CAUCA	CALIMA	CENTRO	7601	76126	76
VALLE DEL CAUCA	CANDELARIA	SUR	7605	76130	76
VALLE DEL CAUCA	CARTAGO	NORTE	7602	76147	76
VALLE DEL CAUCA	DAGUA	SUR	7605	76233	76
VALLE DEL CAUCA	EL ÁGUILA	NORTE	7602	76243	76
VALLE DEL CAUCA	EL CAIRO	NORTE	7602	76246	76
VALLE DEL CAUCA	EL CERRITO	CENTRO	7601	76248	76
VALLE DEL CAUCA	EL DOVIO	NORTE	7602	76250	76
VALLE DEL CAUCA	FLORIDA	SUR	7605	76275	76
VALLE DEL CAUCA	GINEBRA	CENTRO	7601	76306	76
VALLE DEL CAUCA	GUACARÍ	CENTRO	7601	76318	76
VALLE DEL CAUCA	GUADALAJARA DE BUGA	CENTRO	7601	76111	76
VALLE DEL CAUCA	JAMUNDÍ	SUR	7605	76364	76
VALLE DEL CAUCA	LA CUMBRE	SUR	7605	76377	76
VALLE DEL CAUCA	LA UNIÓN	NORTE	7602	76400	76
VALLE DEL CAUCA	LA VICTORIA	NORTE	7602	76403	76
VALLE DEL CAUCA	OBANDO	NORTE	7602	76497	76
VALLE DEL CAUCA	PALMIRA	SUR	7605	76520	76
VALLE DEL CAUCA	PRADERA	SUR	7605	76563	76
VALLE DEL CAUCA	RESTREPO	CENTRO	7601	76606	76
VALLE DEL CAUCA	RIOFRÍO	CENTRO	7601	76616	76
VALLE DEL CAUCA	ROLDANILLO	NORTE	7602	76622	76
VALLE DEL CAUCA	SAN PEDRO	CENTRO	7601	76670	76
VALLE DEL CAUCA	SEVILLA	ORIENTE	7604	76736	76
VALLE DEL CAUCA	TORO	NORTE	7602	76823	76
VALLE DEL CAUCA	TRUJILLO	CENTRO	7601	76828	76
VALLE DEL CAUCA	TULUÁ	CENTRO	7601	76834	76
VALLE DEL CAUCA	ULLOA	NORTE	7602	76845	76
VALLE DEL CAUCA	VERSALLES	NORTE	7602	76863	76
VALLE DEL CAUCA	VIJES	SUR	7605	76869	76
VALLE DEL CAUCA	YOTOCO	CENTRO	7601	76890	76
VALLE DEL CAUCA	YUMBO	SUR	7605	76892	76
VALLE DEL CAUCA	ZARZAL	NORTE	7602	76895	76
VAUPÉS	CARURÚ	VAUPÉS	9700	97161	97
VAUPÉS	MITÚ	VAUPÉS	9700	97001	97
VAUPÉS	PACOA	VAUPÉS	9700	97511	97
VAUPÉS	PAPUNAHUA	VAUPÉS	9700	97777	97
VAUPÉS	TARAIRA	VAUPÉS	9700	97666	97
VAUPÉS	YAVARATÉ	VAUPÉS	9700	97889	97
VICHADA	CUMARIBO	VICHADA	9900	99773	99
VICHADA	LA PRIMAVERA	VICHADA	9900	99524	99
VICHADA	PUERTO CARREÑO	VICHADA	9900	99001	99
VICHADA	SANTA ROSALÍA	VICHADA	9900	99624	99
