DPTO_CNMBR	MPIO_CNMBR	NOM_SUBREG	COD_SUBREG	MPIO_CCNCT	DPTO_CCDGO
CAUCA	CALOTO	NORTE	1902	19142	19
CAUCA	CORINTO	NORTE	1902	19212	19
CAUCA	EL TAMBO	CENTRO	1901	19256	19
CAUCA	FLORENCIA	SUR	1905	19290	19
CAUCA	GUACHENÉ	NORTE	1902	19300	19
CAUCA	GUAPI	OCCIDENTE	1903	19318	19
CAUCA	INZÁ	ORIENTE	1904	19355	19
CAUCA	JAMBALÓ	ORIENTE	1904	19364	19
CAUCA	LA SIERRA	CENTRO	1901	19392	19
CAUCA	LA VEGA	SUR	1905	19397	19
CAUCA	LÓPEZ DE MICAY	OCCIDENTE	1903	19418	19
CAUCA	MERCADERES	SUR	1905	19450	19
CAUCA	MIRANDA	NORTE	1902	19455	19
CAUCA	MORALES	CENTRO	1901	19473	19
CAUCA	PADILLA	NORTE	1902	19513	19
CAUCA	PÁEZ	ORIENTE	1904	19517	19
CAUCA	PATÍA	SUR	1905	19532	19
CAUCA	PIAMONTE	SUR	1905	19533	19
CAUCA	PIENDAMÓ - TUNÍA	CENTRO	1901	19548	19
CAUCA	POPAYÁN	CENTRO	1901	19001	19
CAUCA	PUERTO TEJADA	NORTE	1902	19573	19
CAUCA	PURACÉ	ORIENTE	1904	19585	19
CAUCA	ROSAS	CENTRO	1901	19622	19
CAUCA	SAN SEBASTIÁN	SUR	1905	19693	19
CAUCA	SANTA ROSA	SUR	1905	19701	19
CAUCA	SANTANDER DE QUILICHAO	NORTE	1902	19698	19
CAUCA	SILVIA	ORIENTE	1904	19743	19
CAUCA	SOTARÁ - PAISPAMBA	CENTRO	1901	19760	19
CAUCA	SUÁREZ	NORTE	1902	19780	19
CAUCA	SUCRE	SUR	1905	19785	19
CAUCA	TIMBÍO	CENTRO	1901	19807	19
CAUCA	TIMBIQUÍ	OCCIDENTE	1903	19809	19
CAUCA	TORIBÍO	ORIENTE	1904	19821	19
CAUCA	TOTORÓ	ORIENTE	1904	19824	19
CAUCA	VILLA RICA	NORTE	1902	19845	19
CESAR	AGUACHICA	SUR	2004	20011	20
CESAR	AGUSTÍN CODAZZI	NORTE	2003	20013	20
CESAR	ASTREA	NOROCCIDENTAL	2002	20032	20
CESAR	BECERRIL	CENTRAL	2001	20045	20
CESAR	BOSCONIA	NOROCCIDENTAL	2002	20060	20
CESAR	CHIMICHAGUA	CENTRAL	2001	20175	20
CESAR	CHIRIGUANÁ	CENTRAL	2001	20178	20
CESAR	CURUMANÍ	CENTRAL	2001	20228	20
CESAR	EL COPEY	NOROCCIDENTAL	2002	20238	20
CESAR	EL PASO	NOROCCIDENTAL	2002	20250	20
CESAR	GAMARRA	SUR	2004	20295	20
CESAR	GONZÁLEZ	SUR	2004	20310	20
CESAR	LA GLORIA	SUR	2004	20383	20
CESAR	LA JAGUA DE IBIRICO	CENTRAL	2001	20400	20
CESAR	LA PAZ	NORTE	2003	20621	20
CESAR	MANAURE BALCÓN DEL CESAR	NORTE	2003	20443	20
CESAR	PAILITAS	CENTRAL	2001	20517	20
CESAR	PELAYA	SUR	2004	20550	20
CESAR	PUEBLO BELLO	NORTE	2003	20570	20
CESAR	RÍO DE ORO	SUR	2004	20614	20
CESAR	SAN ALBERTO	SUR	2004	20710	20
CESAR	SAN DIEGO	NORTE	2003	20750	20
CESAR	SAN MARTÍN	SUR	2004	20770	20
CESAR	TAMALAMEQUE	CENTRAL	2001	20787	20
CESAR	VALLEDUPAR	NORTE	2003	20001	20
CHOCÓ	ACANDÍ	DARIEN	2702	27006	27
CHOCÓ	ALTO BAUDÓ	PACÍFICO SUR	2704	27025	27
CHOCÓ	ATRATO	ATRATO	2701	27050	27
CHOCÓ	BAGADÓ	ATRATO	2701	27073	27
CHOCÓ	BAHÍA SOLANO	PACÍFICO NORTE	2703	27075	27
CHOCÓ	BAJO BAUDÓ	PACÍFICO SUR	2704	27077	27
CHOCÓ	BOJAYÁ	ATRATO	2701	27099	27
CHOCÓ	CARMEN DEL DARIÉN	DARIEN	2702	27150	27
CHOCÓ	CÉRTEGUI	SAN JUAN	2705	27160	27
CHOCÓ	CONDOTO	SAN JUAN	2705	27205	27
CHOCÓ	EL CANTÓN DEL SAN PABLO	SAN JUAN	2705	27135	27
CHOCÓ	EL CARMEN DE ATRATO	ATRATO	2701	27245	27
CHOCÓ	EL LITORAL DEL SAN JUAN	PACÍFICO SUR	2704	27250	27
CHOCÓ	ISTMINA	SAN JUAN	2705	27361	27
CHOCÓ	JURADÓ	PACÍFICO NORTE	2703	27372	27
CHOCÓ	LLORÓ	ATRATO	2701	27413	27
CHOCÓ	MEDIO ATRATO	ATRATO	2701	27425	27
CHOCÓ	MEDIO BAUDÓ	PACÍFICO SUR	2704	27430	27
CHOCÓ	MEDIO SAN JUAN	SAN JUAN	2705	27450	27
CHOCÓ	NÓVITA	SAN JUAN	2705	27491	27
CHOCÓ	NUQUÍ	PACÍFICO NORTE	2703	27495	27
CHOCÓ	QUIBDÓ	ATRATO	2701	27001	27
CHOCÓ	RÍO IRÓ	SAN JUAN	2705	27580	27
CHOCÓ	RÍO QUITO	ATRATO	2701	27600	27
CHOCÓ	RIOSUCIO	DARIEN	2702	27615	27
CHOCÓ	SAN JOSÉ DEL PALMAR	SAN JUAN	2705	27660	27
CHOCÓ	SIPÍ	SAN JUAN	2705	27745	27
CHOCÓ	TADÓ	SAN JUAN	2705	27787	27
CHOCÓ	UNGUÍA	DARIEN	2702	27800	27
CHOCÓ	UNIÓN PANAMERICANA	SAN JUAN	2705	27810	27
CÓRDOBA	AYAPEL	SAN JORGE	2306	23068	23
CÓRDOBA	BUENAVISTA	SAN JORGE	2306	23079	23
CÓRDOBA	CANALETE	COSTANERA	2304	23090	23
CÓRDOBA	CERETÉ	SINÚ MEDIO	2307	23162	23
CÓRDOBA	CHIMÁ	BAJO SINÚ	2302	23168	23
CÓRDOBA	CHINÚ	SABANAS	2305	23182	23
CÓRDOBA	CIÉNAGA DE ORO	SINÚ MEDIO	2307	23189	23
CÓRDOBA	COTORRA	BAJO SINÚ	2302	23300	23
CÓRDOBA	LA APARTADA	SAN JORGE	2306	23350	23
CÓRDOBA	LORICA	BAJO SINÚ	2302	23417	23
CÓRDOBA	LOS CÓRDOBAS	COSTANERA	2304	23419	23
CÓRDOBA	MOMIL	BAJO SINÚ	2302	23464	23
CÓRDOBA	MONTELÍBANO	SAN JORGE	2306	23466	23
CÓRDOBA	MONTERÍA	CENTRO	2303	23001	23
CÓRDOBA	MOÑITOS	COSTANERA	2304	23500	23
CÓRDOBA	PLANETA RICA	SAN JORGE	2306	23555	23
CÓRDOBA	PUEBLO NUEVO	SAN JORGE	2306	23570	23
CÓRDOBA	PUERTO ESCONDIDO	COSTANERA	2304	23574	23
CÓRDOBA	PUERTO LIBERTADOR	SAN JORGE	2306	23580	23
CÓRDOBA	PURÍSIMA DE LA CONCEPCIÓN	BAJO SINÚ	2302	23586	23
CÓRDOBA	SAHAGÚN	SABANAS	2305	23660	23
CÓRDOBA	SAN ANDRÉS DE SOTAVENTO	SABANAS	2305	23670	23
CÓRDOBA	SAN ANTERO	COSTANERA	2304	23672	23
CÓRDOBA	SAN BERNARDO DEL VIENTO	COSTANERA	2304	23675	23
CÓRDOBA	SAN CARLOS	SINÚ MEDIO	2307	23678	23
CÓRDOBA	SAN JOSÉ DE URÉ	SAN JORGE	2306	23682	23
CÓRDOBA	SAN PELAYO	SINÚ MEDIO	2307	23686	23
CÓRDOBA	TIERRALTA	ALTO SINÚ	2301	23807	23
CÓRDOBA	TUCHÍN	SABANAS	2305	23815	23
CÓRDOBA	VALENCIA	ALTO SINÚ	2301	23855	23
CUNDINAMARCA	AGUA DE DIOS	ALTO MAGDALENA	2502	25001	25
CUNDINAMARCA	ALBÁN	GUALIVÁ	2504	25019	25
CUNDINAMARCA	ANAPOIMA	TEQUENDAMA	2514	25035	25
CUNDINAMARCA	ANOLAIMA	TEQUENDAMA	2514	25040	25
CUNDINAMARCA	APULO	TEQUENDAMA	2514	25599	25
CUNDINAMARCA	ARBELÁEZ	SUMAPAZ	2513	25053	25
CUNDINAMARCA	BELTRÁN	MAGDALENA CENTRO	2506	25086	25
CUNDINAMARCA	BITUIMA	MAGDALENA CENTRO	2506	25095	25
CUNDINAMARCA	BOJACÁ	SABANA OCCIDENTE	2511	25099	25
CUNDINAMARCA	CABRERA	SUMAPAZ	2513	25120	25
CUNDINAMARCA	CACHIPAY	TEQUENDAMA	2514	25123	25
CUNDINAMARCA	CAJICÁ	SABANA CENTRO	2510	25126	25
CUNDINAMARCA	CAPARRAPÍ	BAJO MAGDALENA	2503	25148	25
CUNDINAMARCA	CÁQUEZA	ORIENTE	2508	25151	25
CUNDINAMARCA	CARMEN DE CARUPA	UBATÉ	2515	25154	25
CUNDINAMARCA	CHAGUANÍ	MAGDALENA CENTRO	2506	25168	25
CUNDINAMARCA	CHÍA	SABANA CENTRO	2510	25175	25
CUNDINAMARCA	CHIPAQUE	ORIENTE	2508	25178	25
CUNDINAMARCA	CHOACHÍ	ORIENTE	2508	25181	25
CUNDINAMARCA	CHOCONTÁ	ALMEIDAS	2501	25183	25
CUNDINAMARCA	COGUA	SABANA CENTRO	2510	25200	25
CUNDINAMARCA	COTA	SABANA OCCIDENTE	2511	25214	25
CUNDINAMARCA	CUCUNUBÁ	UBATÉ	2515	25224	25
CUNDINAMARCA	EL COLEGIO	TEQUENDAMA	2514	25245	25
CUNDINAMARCA	EL PEÑÓN	RIO NEGRO	2509	25258	25
CUNDINAMARCA	EL ROSAL	SABANA OCCIDENTE	2511	25260	25
CUNDINAMARCA	FACATATIVÁ	SABANA OCCIDENTE	2511	25269	25
CUNDINAMARCA	FÓMEQUE	ORIENTE	2508	25279	25
CUNDINAMARCA	FOSCA	ORIENTE	2508	25281	25
CUNDINAMARCA	FUNZA	SABANA OCCIDENTE	2511	25286	25
CUNDINAMARCA	FÚQUENE	UBATÉ	2515	25288	25
CUNDINAMARCA	FUSAGASUGÁ	SUMAPAZ	2513	25290	25
CUNDINAMARCA	GACHALÁ	GUAVIO	2505	25293	25
CUNDINAMARCA	GACHANCIPÁ	SABANA CENTRO	2510	25295	25
CUNDINAMARCA	GACHETÁ	GUAVIO	2505	25297	25
CUNDINAMARCA	GAMA	GUAVIO	2505	25299	25
CUNDINAMARCA	GIRARDOT	ALTO MAGDALENA	2502	25307	25
CUNDINAMARCA	GRANADA	SUMAPAZ	2513	25312	25
CUNDINAMARCA	GUACHETÁ	UBATÉ	2515	25317	25
CUNDINAMARCA	GUADUAS	BAJO MAGDALENA	2503	25320	25
CUNDINAMARCA	GUASCA	GUAVIO	2505	25322	25
CUNDINAMARCA	GUATAQUÍ	ALTO MAGDALENA	2502	25324	25
CUNDINAMARCA	GUATAVITA	GUAVIO	2505	25326	25
CUNDINAMARCA	GUAYABAL DE SÍQUIMA	MAGDALENA CENTRO	2506	25328	25
CUNDINAMARCA	GUAYABETAL	ORIENTE	2508	25335	25
CUNDINAMARCA	GUTIÉRREZ	ORIENTE	2508	25339	25
CUNDINAMARCA	JERUSALÉN	ALTO MAGDALENA	2502	25368	25
CUNDINAMARCA	JUNÍN	GUAVIO	2505	25372	25
CUNDINAMARCA	LA CALERA	GUAVIO	2505	25377	25
CUNDINAMARCA	LA MESA	TEQUENDAMA	2514	25386	25
CUNDINAMARCA	LA PALMA	RIO NEGRO	2509	25394	25
CUNDINAMARCA	LA PEÑA	GUALIVÁ	2504	25398	25
CUNDINAMARCA	LA VEGA	GUALIVÁ	2504	25402	25
CUNDINAMARCA	LENGUAZAQUE	UBATÉ	2515	25407	25
CUNDINAMARCA	MACHETÁ	ALMEIDAS	2501	25426	25
CUNDINAMARCA	MADRID	SABANA OCCIDENTE	2511	25430	25
CUNDINAMARCA	MANTA	ALMEIDAS	2501	25436	25
CUNDINAMARCA	MEDINA	MEDINA	2507	25438	25
CUNDINAMARCA	MOSQUERA	SABANA OCCIDENTE	2511	25473	25
CUNDINAMARCA	NARIÑO	ALTO MAGDALENA	2502	25483	25
CUNDINAMARCA	NEMOCÓN	SABANA CENTRO	2510	25486	25
CUNDINAMARCA	NILO	ALTO MAGDALENA	2502	25488	25
CUNDINAMARCA	NIMAIMA	GUALIVÁ	2504	25489	25
CUNDINAMARCA	NOCAIMA	GUALIVÁ	2504	25491	25
CUNDINAMARCA	PACHO	RIO NEGRO	2509	25513	25
CUNDINAMARCA	PAIME	RIO NEGRO	2509	25518	25
CUNDINAMARCA	PANDI	SUMAPAZ	2513	25524	25
CUNDINAMARCA	PARATEBUENO	MEDINA	2507	25530	25
CUNDINAMARCA	PASCA	SUMAPAZ	2513	25535	25
CUNDINAMARCA	PUERTO SALGAR	BAJO MAGDALENA	2503	25572	25
CUNDINAMARCA	PULÍ	MAGDALENA CENTRO	2506	25580	25
CUNDINAMARCA	QUEBRADANEGRA	GUALIVÁ	2504	25592	25
CUNDINAMARCA	QUETAME	ORIENTE	2508	25594	25
CUNDINAMARCA	QUIPILE	TEQUENDAMA	2514	25596	25
CUNDINAMARCA	RICAURTE	ALTO MAGDALENA	2502	25612	25
CUNDINAMARCA	SAN ANTONIO DEL TEQUENDAMA	TEQUENDAMA	2514	25645	25
CUNDINAMARCA	SAN BERNARDO	SUMAPAZ	2513	25649	25
CUNDINAMARCA	SAN CAYETANO	RIO NEGRO	2509	25653	25
CUNDINAMARCA	SAN FRANCISCO	GUALIVÁ	2504	25658	25
CUNDINAMARCA	SAN JUAN DE RIOSECO	MAGDALENA CENTRO	2506	25662	25
CUNDINAMARCA	SASAIMA	GUALIVÁ	2504	25718	25
CUNDINAMARCA	SESQUILÉ	ALMEIDAS	2501	25736	25
CUNDINAMARCA	SIBATÉ	SOACHA	2512	25740	25
CUNDINAMARCA	SILVANIA	SUMAPAZ	2513	25743	25
CUNDINAMARCA	SIMIJACA	UBATÉ	2515	25745	25
CUNDINAMARCA	SOACHA	SOACHA	2512	25754	25
CUNDINAMARCA	SOPÓ	SABANA CENTRO	2510	25758	25
CUNDINAMARCA	SUBACHOQUE	SABANA OCCIDENTE	2511	25769	25
CUNDINAMARCA	SUESCA	ALMEIDAS	2501	25772	25
CUNDINAMARCA	SUPATÁ	GUALIVÁ	2504	25777	25
CUNDINAMARCA	SUSA	UBATÉ	2515	25779	25
CUNDINAMARCA	SUTATAUSA	UBATÉ	2515	25781	25
CUNDINAMARCA	TABIO	SABANA CENTRO	2510	25785	25
CUNDINAMARCA	TAUSA	UBATÉ	2515	25793	25
CUNDINAMARCA	TENA	TEQUENDAMA	2514	25797	25
CUNDINAMARCA	TENJO	SABANA OCCIDENTE	2511	25799	25
CUNDINAMARCA	TIBACUY	SUMAPAZ	2513	25805	25
CUNDINAMARCA	TIBIRITA	ALMEIDAS	2501	25807	25
CUNDINAMARCA	TOCAIMA	ALTO MAGDALENA	2502	25815	25
CUNDINAMARCA	TOCANCIPÁ	SABANA CENTRO	2510	25817	25
CUNDINAMARCA	TOPAIPÍ	RIO NEGRO	2509	25823	25
CUNDINAMARCA	UBALÁ	GUAVIO	2505	25839	25
CUNDINAMARCA	UBAQUE	ORIENTE	2508	25841	25
CUNDINAMARCA	UNE	ORIENTE	2508	25845	25
CUNDINAMARCA	ÚTICA	GUALIVÁ	2504	25851	25
CUNDINAMARCA	VENECIA	SUMAPAZ	2513	25506	25
CUNDINAMARCA	VERGARA	GUALIVÁ	2504	25862	25
CUNDINAMARCA	VIANÍ	MAGDALENA CENTRO	2506	25867	25
CUNDINAMARCA	VILLA DE SAN DIEGO DE UBATÉ	UBATÉ	2515	25843	25
CUNDINAMARCA	VILLAGÓMEZ	RIO NEGRO	2509	25871	25
CUNDINAMARCA	VILLAPINZÓN	ALMEIDAS	2501	25873	25
CUNDINAMARCA	VILLETA	GUALIVÁ	2504	25875	25
CUNDINAMARCA	VIOTÁ	TEQUENDAMA	2514	25878	25
CUNDINAMARCA	YACOPÍ	RIO NEGRO	2509	25885	25
CUNDINAMARCA	ZIPACÓN	SABANA OCCIDENTE	2511	25898	25
CUNDINAMARCA	ZIPAQUIRÁ	SABANA CENTRO	2510	25899	25
GUAINÍA	BARRANCOMINAS	GUAINÍA	9401	94343	94
GUAINÍA	CACAHUAL	GUAINÍA	9401	94886	94
GUAINÍA	INÍRIDA	GUAINÍA	9401	94001	94
GUAINÍA	LA GUADALUPE	GUAINÍA	9401	94885	94
GUAINÍA	MORICHAL	GUAINÍA	9401	94888	94
GUAINÍA	PANA PANA	GUAINÍA	9401	94887	94
GUAINÍA	PUERTO COLOMBIA	GUAINÍA	9401	94884	94
GUAINÍA	SAN FELIPE	GUAINÍA	9401	94883	94
GUAVIARE	CALAMAR	GUAVIARE	9500	95015	95
GUAVIARE	EL RETORNO	GUAVIARE	9500	95025	95
GUAVIARE	MIRAFLORES	GUAVIARE	9500	95200	95
GUAVIARE	SAN JOSÉ DEL GUAVIARE	GUAVIARE	9500	95001	95
HUILA	ACEVEDO	SUR	4104	41006	41
HUILA	AGRADO	CENTRO	4101	41013	41
HUILA	AIPE	NORTE	4102	41016	41
HUILA	ALGECIRAS	NORTE	4102	41020	41
HUILA	ALTAMIRA	CENTRO	4101	41026	41
HUILA	BARAYA	NORTE	4102	41078	41
HUILA	CAMPOALEGRE	NORTE	4102	41132	41
HUILA	COLOMBIA	NORTE	4102	41206	41
HUILA	ELÍAS	SUR	4104	41244	41
HUILA	GARZÓN	CENTRO	4101	41298	41
HUILA	GIGANTE	CENTRO	4101	41306	41
HUILA	GUADALUPE	CENTRO	4101	41319	41
HUILA	HOBO	NORTE	4102	41349	41
HUILA	ÍQUIRA	NORTE	4102	41357	41
HUILA	ISNOS	SUR	4104	41359	41
HUILA	LA ARGENTINA	OCCIDENTE	4103	41378	41
HUILA	LA PLATA	OCCIDENTE	4103	41396	41
HUILA	NÁTAGA	OCCIDENTE	4103	41483	41
HUILA	NEIVA	NORTE	4102	41001	41
HUILA	OPORAPA	SUR	4104	41503	41
HUILA	PAICOL	OCCIDENTE	4103	41518	41
HUILA	PALERMO	NORTE	4102	41524	41
HUILA	PALESTINA	SUR	4104	41530	41
HUILA	PITAL	CENTRO	4101	41548	41
HUILA	PITALITO	SUR	4104	41551	41
HUILA	RIVERA	NORTE	4102	41615	41
HUILA	SALADOBLANCO	SUR	4104	41660	41
HUILA	SAN AGUSTÍN	SUR	4104	41668	41
HUILA	SANTA MARÍA	NORTE	4102	41676	41
HUILA	SUAZA	CENTRO	4101	41770	41
HUILA	TARQUI	CENTRO	4101	41791	41
HUILA	TELLO	NORTE	4102	41799	41
HUILA	TERUEL	NORTE	4102	41801	41
HUILA	TESALIA	OCCIDENTE	4103	41797	41
HUILA	TIMANÁ	SUR	4104	41807	41
HUILA	VILLAVIEJA	NORTE	4102	41872	41
HUILA	YAGUARÁ	NORTE	4102	41885	41
LA GUAJIRA	ALBANIA	NORTE	4401	44035	44
LA GUAJIRA	BARRANCAS	SUR	4402	44078	44
LA GUAJIRA	DIBULLA	NORTE	4401	44090	44
LA GUAJIRA	DISTRACCIÓN	SUR	4402	44098	44
LA GUAJIRA	EL MOLINO	SUR	4402	44110	44
LA GUAJIRA	FONSECA	SUR	4402	44279	44
LA GUAJIRA	HATONUEVO	SUR	4402	44378	44
LA GUAJIRA	LA JAGUA DEL PILAR	SUR	4402	44420	44
LA GUAJIRA	MAICAO	NORTE	4401	44430	44
LA GUAJIRA	MANAURE	NORTE	4401	44560	44
LA GUAJIRA	RIOHACHA	NORTE	4401	44001	44
LA GUAJIRA	SAN JUAN DEL CESAR	SUR	4402	44650	44
LA GUAJIRA	URIBIA	NORTE	4401	44847	44
LA GUAJIRA	URUMITA	SUR	4402	44855	44
LA GUAJIRA	VILLANUEVA	SUR	4402	44874	44
MAGDALENA	ALGARROBO	NORTE	4703	47030	47
MAGDALENA	ARACATACA	NORTE	4703	47053	47
MAGDALENA	ARIGUANÍ	CENTRO	4702	47058	47
MAGDALENA	CERRO DE SAN ANTONIO	RIO	4704	47161	47
MAGDALENA	CHIVOLO	CENTRO	4702	47170	47
MAGDALENA	CIÉNAGA	NORTE	4703	47189	47
MAGDALENA	CONCORDIA	RIO	4704	47205	47
MAGDALENA	EL BANCO	SUR	4705	47245	47
MAGDALENA	EL PIÑÓN	RIO	4704	47258	47
MAGDALENA	EL RETÉN	NORTE	4703	47268	47
MAGDALENA	FUNDACIÓN	NORTE	4703	47288	47
MAGDALENA	GUAMAL	SUR	4705	47318	47
MAGDALENA	NUEVA GRANADA	CENTRO	4702	47460	47
MAGDALENA	PEDRAZA	RIO	4704	47541	47
MAGDALENA	PIJIÑO DEL CARMEN	SUR	4705	47545	47
MAGDALENA	PIVIJAY	RIO	4704	47551	47
MAGDALENA	PLATO	CENTRO	4702	47555	47
MAGDALENA	PUEBLOVIEJO	NORTE	4703	47570	47
MAGDALENA	REMOLINO	RIO	4704	47605	47
MAGDALENA	SABANAS DE SAN ÁNGEL	CENTRO	4702	47660	47
MAGDALENA	SALAMINA	RIO	4704	47675	47
MAGDALENA	SAN SEBASTIÁN DE BUENAVISTA	SUR	4705	47692	47
MAGDALENA	SAN ZENÓN	SUR	4705	47703	47
MAGDALENA	SANTA ANA	SUR	4705	47707	47
MAGDALENA	SANTA BÁRBARA DE PINTO	SUR	4705	47720	47
MAGDALENA	SANTA MARTA	SANTA MARTA	4701	47001	47
MAGDALENA	SITIONUEVO	RIO	4704	47745	47
MAGDALENA	TENERIFE	CENTRO	4702	47798	47
MAGDALENA	ZAPAYÁN	RIO	4704	47960	47
MAGDALENA	ZONA BANANERA	NORTE	4703	47980	47
META	ACACÍAS	PIEDEMONTE	5003	50006	50
META	BARRANCA DE UPÍA	PIEDEMONTE	5003	50110	50
META	CABUYARO	RÍO META	5004	50124	50
META	CASTILLA LA NUEVA	PIEDEMONTE	5003	50150	50
META	CUBARRAL	PIEDEMONTE	5003	50223	50
META	CUMARAL	PIEDEMONTE	5003	50226	50
META	EL CALVARIO	PIEDEMONTE	5003	50245	50
META	EL CASTILLO	ARIARI	5001	50251	50
META	EL DORADO	ARIARI	5001	50270	50
META	FUENTE DE ORO	ARIARI	5001	50287	50
META	GRANADA	ARIARI	5001	50313	50
META	GUAMAL	PIEDEMONTE	5003	50318	50
META	LA MACARENA	ARIARI	5001	50350	50
META	LEJANÍAS	ARIARI	5001	50400	50
META	MAPIRIPÁN	ARIARI	5001	50325	50
META	MESETAS	ARIARI	5001	50330	50
META	PUERTO CONCORDIA	ARIARI	5001	50450	50
META	PUERTO GAITÁN	RÍO META	5004	50568	50
META	PUERTO LLERAS	ARIARI	5001	50577	50
META	PUERTO LÓPEZ	RÍO META	5004	50573	50
META	PUERTO RICO	ARIARI	5001	50590	50
META	RESTREPO	PIEDEMONTE	5003	50606	50
META	SAN CARLOS DE GUAROA	PIEDEMONTE	5003	50680	50
META	SAN JUAN DE ARAMA	ARIARI	5001	50683	50
META	SAN JUANITO	PIEDEMONTE	5003	50686	50
META	SAN MARTÍN	PIEDEMONTE	5003	50689	50
META	URIBE	ARIARI	5001	50370	50
META	VILLAVICENCIO	CAPITAL	5002	50001	50
META	VISTAHERMOSA	ARIARI	5001	50711	50
NARIÑO	ALBÁN	NORTE	5204	52019	52
NARIÑO	ALDANA	SUR	5205	52022	52
NARIÑO	ANCUYA	CENTRO OCCIDENTE	5202	52036	52
NARIÑO	ARBOLEDA	NORTE	5204	52051	52
NARIÑO	BARBACOAS	COSTA	5203	52079	52
NARIÑO	BELÉN	NORTE	5204	52083	52
NARIÑO	BUESACO	NORTE	5204	52110	52
NARIÑO	CHACHAGÜÍ	CENTRO	5201	52240	52
NARIÑO	COLÓN	NORTE	5204	52203	52
NARIÑO	CONSACÁ	CENTRO	5201	52207	52
NARIÑO	CONTADERO	SUR	5205	52210	52
NARIÑO	CÓRDOBA	SUR	5205	52215	52
NARIÑO	CUASPUD CARLOSAMA	SUR	5205	52224	52
NARIÑO	CUMBAL	SUR	5205	52227	52
NARIÑO	CUMBITARA	NORTE	5204	52233	52
NARIÑO	EL CHARCO	COSTA	5203	52250	52
NARIÑO	EL PEÑOL	CENTRO	5201	52254	52
NARIÑO	EL ROSARIO	NORTE	5204	52256	52
NARIÑO	EL TABLÓN DE GÓMEZ	NORTE	5204	52258	52
NARIÑO	EL TAMBO	CENTRO	5201	52260	52
NARIÑO	FRANCISCO PIZARRO	COSTA	5203	52520	52
NARIÑO	FUNES	SUR	5205	52287	52
NARIÑO	GUACHUCAL	SUR	5205	52317	52
NARIÑO	GUAITARILLA	CENTRO OCCIDENTE	5202	52320	52
NARIÑO	GUALMATÁN	SUR	5205	52323	52
NARIÑO	ILES	SUR	5205	52352	52
NARIÑO	IMUÉS	SUR	5205	52354	52
NARIÑO	IPIALES	SUR	5205	52356	52
NARIÑO	LA CRUZ	NORTE	5204	52378	52
NARIÑO	LA FLORIDA	CENTRO	5201	52381	52
NARIÑO	LA LLANADA	CENTRO OCCIDENTE	5202	52385	52
NARIÑO	LA TOLA	COSTA	5203	52390	52
NARIÑO	LA UNIÓN	NORTE	5204	52399	52
NARIÑO	LEIVA	NORTE	5204	52405	52
NARIÑO	LINARES	CENTRO OCCIDENTE	5202	52411	52
NARIÑO	LOS ANDES	CENTRO OCCIDENTE	5202	52418	52
NARIÑO	MAGÜÍ	COSTA	5203	52427	52
NARIÑO	MALLAMA	CENTRO OCCIDENTE	5202	52435	52
NARIÑO	MOSQUERA	COSTA	5203	52473	52
NARIÑO	NARIÑO	CENTRO	5201	52480	52
NARIÑO	OLAYA HERRERA	COSTA	5203	52490	52
NARIÑO	OSPINA	CENTRO OCCIDENTE	5202	52506	52
NARIÑO	PASTO	CENTRO	5201	52001	52
NARIÑO	POLICARPA	NORTE	5204	52540	52
NARIÑO	POTOSÍ	SUR	5205	52560	52
NARIÑO	PROVIDENCIA	CENTRO OCCIDENTE	5202	52565	52
NARIÑO	PUERRES	SUR	5205	52573	52
NARIÑO	PUPIALES	SUR	5205	52585	52
NARIÑO	RICAURTE	CENTRO OCCIDENTE	5202	52612	52
NARIÑO	ROBERTO PAYÁN	COSTA	5203	52621	52
NARIÑO	SAMANIEGO	CENTRO OCCIDENTE	5202	52678	52
NARIÑO	SAN ANDRÉS DE TUMACO	COSTA	5203	52835	52
NARIÑO	SAN BERNARDO	NORTE	5204	52685	52
NARIÑO	SAN LORENZO	NORTE	5204	52687	52
NARIÑO	SAN PABLO	NORTE	5204	52693	52
NARIÑO	SAN PEDRO DE CARTAGO	NORTE	5204	52694	52
NARIÑO	SANDONÁ	CENTRO	5201	52683	52
NARIÑO	SANTA BÁRBARA	COSTA	5203	52696	52
NARIÑO	SANTACRUZ	CENTRO OCCIDENTE	5202	52699	52
NARIÑO	SAPUYES	CENTRO OCCIDENTE	5202	52720	52
NARIÑO	TAMINANGO	NORTE	5204	52786	52
NARIÑO	TANGUA	CENTRO	5201	52788	52
NARIÑO	TÚQUERRES	CENTRO OCCIDENTE	5202	52838	52
NARIÑO	YACUANQUER	CENTRO	5201	52885	52
NORTE DE SANTANDER	ÁBREGO	OCCIDENTE	5403	54003	54
NORTE DE SANTANDER	ARBOLEDAS	CENTRO	5401	54051	54
NORTE DE SANTANDER	BOCHALEMA	SUR ORIENTE	5406	54099	54
NORTE DE SANTANDER	BUCARASICA	NORTE	5402	54109	54
NORTE DE SANTANDER	CÁCHIRA	OCCIDENTE	5403	54128	54
NORTE DE SANTANDER	CÁCOTA	SUR OCCIDENTE	5405	54125	54
NORTE DE SANTANDER	CHINÁCOTA	SUR ORIENTE	5406	54172	54
NORTE DE SANTANDER	CHITAGÁ	SUR OCCIDENTE	5405	54174	54
NORTE DE SANTANDER	CONVENCIÓN	OCCIDENTE	5403	54206	54
